10.1621/YjauVBA6hX.1,,,,,,,,,,,
,,,,,,,,,,,
ID,Family,Physiological System,Organ,Species,Gene,Percentile,Discovery Rate,GMFC,cPValue,DOI,
1816272,Androgen receptor,ALL,ALL,House Mouse,C1qtnf1,99.32,0.322580645,1.316118338,1.63735E-06,10.1621/YjauVBA6hX.1,
1816261,Androgen receptor,ALL,ALL,House Mouse,Elovl6,99.32,0.322580645,1.19881781,1.63735E-06,10.1621/YjauVBA6hX.1,
1816242,Androgen receptor,ALL,ALL,House Mouse,Ifit2,99.32,0.322580645,1.314445431,1.63735E-06,10.1621/YjauVBA6hX.1,
1812029,Androgen receptor,ALL,ALL,House Mouse,Ctsl,99.32,0.322580645,1.349583843,1.63735E-06,10.1621/YjauVBA6hX.1,
1811272,Androgen receptor,ALL,ALL,House Mouse,Tgfb1,99.32,0.322580645,1.246595963,1.63735E-06,10.1621/YjauVBA6hX.1,
1811249,Androgen receptor,ALL,ALL,House Mouse,Agt,99.32,0.322580645,1.231909503,1.63735E-06,10.1621/YjauVBA6hX.1,
1808137,Androgen receptor,ALL,ALL,House Mouse,Mt2,99.32,0.322580645,1.625580199,1.63735E-06,10.1621/YjauVBA6hX.1,
1808088,Androgen receptor,ALL,ALL,House Mouse,Jun,99.32,0.322580645,1.250316357,1.63735E-06,10.1621/YjauVBA6hX.1,
1808066,Androgen receptor,ALL,ALL,House Mouse,Slc35b1,99.32,0.322580645,1.187071814,1.63735E-06,10.1621/YjauVBA6hX.1,
1807379,Androgen receptor,ALL,ALL,House Mouse,Psme1,99.32,0.322580645,1.215707082,1.63735E-06,10.1621/YjauVBA6hX.1,
1806572,Androgen receptor,ALL,ALL,House Mouse,Gamt,99.32,0.322580645,1.315282324,1.63735E-06,10.1621/YjauVBA6hX.1,
1806558,Androgen receptor,ALL,ALL,House Mouse,Anxa3,99.32,0.322580645,1.180624875,1.63735E-06,10.1621/YjauVBA6hX.1,
1802788,Androgen receptor,ALL,ALL,House Mouse,Ngf,99.32,0.322580645,1.234717707,1.63735E-06,10.1621/YjauVBA6hX.1,
1801975,Androgen receptor,ALL,ALL,House Mouse,Nucb2,99.32,0.322580645,1.265197052,1.63735E-06,10.1621/YjauVBA6hX.1,
1814828,Androgen receptor,ALL,ALL,House Mouse,DXErtd242e,99.19,0.421052632,1.611427523,1.7933E-06,10.1621/YjauVBA6hX.1,
1821923,Androgen receptor,ALL,ALL,House Mouse,D18Ertd232e,99.19,0.421052632,1.344355128,1.7933E-06,10.1621/YjauVBA6hX.1,
1822717,Androgen receptor,ALL,ALL,House Mouse,Cdo1,99.19,0.3125,1.350867465,2.27431E-06,10.1621/YjauVBA6hX.1,
1836614,Androgen receptor,ALL,ALL,House Mouse,Lrrc75b,99.18,0.4,1.34328068,2.85689E-06,10.1621/YjauVBA6hX.1,
1816468,Androgen receptor,ALL,ALL,House Mouse,Ppp1r3c,99.17,0.303030303,1.337376568,3.1162E-06,10.1621/YjauVBA6hX.1,
1826286,Androgen receptor,ALL,ALL,House Mouse,Nr1d1,99.17,0.303030303,1.382985992,3.1162E-06,10.1621/YjauVBA6hX.1,
1814206,Androgen receptor,ALL,ALL,House Mouse,BC022960,99.17,0.333333333,1.237440647,4.01066E-06,10.1621/YjauVBA6hX.1,
1831368,Androgen receptor,ALL,ALL,House Mouse,Pcolce2,99.17,0.333333333,1.236942753,4.01066E-06,10.1621/YjauVBA6hX.1,
1818188,Androgen receptor,ALL,ALL,House Mouse,Mertk,99.15,0.321428571,1.244853819,5.6469E-06,10.1621/YjauVBA6hX.1,
1827920,Androgen receptor,ALL,ALL,House Mouse,Ccnt1,99.15,0.321428571,1.242251319,5.6469E-06,10.1621/YjauVBA6hX.1,
1821901,Androgen receptor,ALL,ALL,House Mouse,Tgfb1i1,99.15,0.321428571,1.190436007,5.6469E-06,10.1621/YjauVBA6hX.1,
1828718,Androgen receptor,ALL,ALL,House Mouse,Gm10392,99.12,0.545454545,1.795367975,5.80135E-06,10.1621/YjauVBA6hX.1,
1841463,Androgen receptor,ALL,ALL,House Mouse,BB182297,99.12,0.545454545,1.301244934,5.80135E-06,10.1621/YjauVBA6hX.1,
1840040,Androgen receptor,ALL,ALL,House Mouse,C130045F17Rik,99.12,0.545454545,1.229210338,5.80135E-06,10.1621/YjauVBA6hX.1,
