"","ID","Family","Physiological System","Organ","Species","Gene","Percentile","Discovery Rate","GMFC","cPValue","DOI","X12"
"893",1923824,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Ciart",99.41,0.41025641,1.644501823,1.90316e-11,"10.1621/nHAplbKZVf.1",NA
"894",1921152,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Atp1b1",99.39,0.352941176,1.489912099,2.15404e-11,"10.1621/nHAplbKZVf.1",NA
"895",1923436,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Fbxo32",99.38,0.377777778,1.574525155,2.17851e-11,"10.1621/nHAplbKZVf.1",NA
"896",1930717,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Rgcc",99.38,0.377777778,1.43062468,2.17851e-11,"10.1621/nHAplbKZVf.1",NA
"897",1933546,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Klhl29",99.38,0.441176471,1.489382334,2.27873e-11,"10.1621/nHAplbKZVf.1",NA
"898",1921170,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Marcks",99.37,0.346153846,1.311522426,3.13912e-11,"10.1621/nHAplbKZVf.1",NA
"899",1920439,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Aif1",99.37,0.361702128,1.427659603,4.91676e-11,"10.1621/nHAplbKZVf.1",NA
"900",1920515,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Gadd45a",99.37,0.361702128,1.519507035,4.91676e-11,"10.1621/nHAplbKZVf.1",NA
"901",1927711,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Arhgef26",99.36,0.416666667,1.454396047,6.21273e-11,"10.1621/nHAplbKZVf.1",NA
"902",1940879,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Fitm2",99.36,0.416666667,1.218660459,6.21273e-11,"10.1621/nHAplbKZVf.1",NA
"903",1929575,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Fnip2",99.36,0.416666667,1.48090552,6.21273e-11,"10.1621/nHAplbKZVf.1",NA
"904",1919587,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Crym",99.34,0.354166667,1.341123569,7.25532e-11,"10.1621/nHAplbKZVf.1",NA
"905",1931518,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Crybg1",99.34,0.354166667,1.306053918,7.25532e-11,"10.1621/nHAplbKZVf.1",NA
"906",1921426,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Tango2",99.34,0.354166667,1.342474049,7.25532e-11,"10.1621/nHAplbKZVf.1",NA
"907",1921278,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Hbegf",99.34,0.354166667,1.319868209,7.25532e-11,"10.1621/nHAplbKZVf.1",NA
"908",1920298,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Myc",99.34,0.354166667,1.297102588,7.25532e-11,"10.1621/nHAplbKZVf.1",NA
"909",1937770,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Eva1c",99.33,0.380952381,1.305361903,7.27648e-11,"10.1621/nHAplbKZVf.1",NA
"910",1931134,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Pdp1",99.32,0.405405405,1.366556845,9.96099e-11,"10.1621/nHAplbKZVf.1",NA
"911",1909252,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Ccl2",99.28,0.346938776,1.588329797,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"912",1929910,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Klf10",99.28,0.346938776,1.370111686,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"913",1926638,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Bcl6",99.28,0.346938776,1.521580507,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"914",1925851,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Ypel3",99.28,0.346938776,1.294786546,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"915",1925761,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Herpud1",99.28,0.346938776,1.255150539,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"916",1922109,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Socs3",99.28,0.346938776,1.583809511,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"917",1921321,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Nfyb",99.28,0.346938776,1.252886179,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"918",1920598,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Arg2",99.28,0.346938776,1.703128614,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"919",1919453,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Hdc",99.28,0.346938776,1.534462216,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"920",1918095,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Carhsp1",99.28,0.346938776,1.200330666,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"921",1914537,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Efnb1",99.28,0.346938776,1.281004084,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"922",1913567,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Ranbp9",99.28,0.346938776,1.342119508,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"923",1912053,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Maff",99.28,0.346938776,1.56626607,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"924",1911130,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Aco2",99.28,0.346938776,1.186336299,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"925",1911058,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Ada",99.28,0.346938776,1.667714587,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"926",1910964,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Rrm2",99.28,0.346938776,1.490213095,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"927",1910354,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Selenoh",99.28,0.346938776,1.246268085,1.05878e-10,"10.1621/nHAplbKZVf.1",NA
"928",1925174,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Apbb3",99.24,0.372093023,1.367128186,1.10457e-10,"10.1621/nHAplbKZVf.1",NA
"929",1910241,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Plpp3",99.23,0.34,1.342075362,1.52885e-10,"10.1621/nHAplbKZVf.1",NA
"930",1925855,"Mineralocorticoid receptor","ALL","ALL","House Mouse","H6pd",99.23,0.34,1.287001359,1.52885e-10,"10.1621/nHAplbKZVf.1",NA
"931",1920480,"Mineralocorticoid receptor","ALL","ALL","House Mouse","1700017B05Rik",99.23,0.34,1.302326384,1.52885e-10,"10.1621/nHAplbKZVf.1",NA
"932",1916907,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Cdca7",99.23,0.34,1.383321622,1.52885e-10,"10.1621/nHAplbKZVf.1",NA
"933",1914505,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Mthfd2",99.23,0.34,1.372127501,1.52885e-10,"10.1621/nHAplbKZVf.1",NA
"934",1923519,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Tmem41a",99.2,0.363636364,1.329932297,1.65448e-10,"10.1621/nHAplbKZVf.1",NA
"935",1938525,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Hdac11",99.2,0.363636364,1.361677553,1.65448e-10,"10.1621/nHAplbKZVf.1",NA
"936",1934139,"Mineralocorticoid receptor","ALL","ALL","House Mouse","1810055G02Rik",99.2,0.363636364,1.368268934,1.65448e-10,"10.1621/nHAplbKZVf.1",NA
"937",1933736,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Eef1e1",99.2,0.363636364,1.218528532,1.65448e-10,"10.1621/nHAplbKZVf.1",NA
"938",1933169,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Klf16",99.2,0.363636364,1.296280337,1.65448e-10,"10.1621/nHAplbKZVf.1",NA
"939",1932141,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Aldh6a1",99.2,0.363636364,1.343059769,1.65448e-10,"10.1621/nHAplbKZVf.1",NA
"940",1927500,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Tnfrsf12a",99.2,0.363636364,1.396984209,1.65448e-10,"10.1621/nHAplbKZVf.1",NA
"941",1926011,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Tprn",99.2,0.363636364,1.508753986,1.65448e-10,"10.1621/nHAplbKZVf.1",NA
"942",1925226,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Dgkz",99.2,0.363636364,1.303056074,1.65448e-10,"10.1621/nHAplbKZVf.1",NA
"943",1939258,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Plekhh3",99.18,0.424242424,1.248828936,2.01945e-10,"10.1621/nHAplbKZVf.1",NA
"944",1927451,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Igfbp3",99.17,0.333333333,1.36826666,2.18558e-10,"10.1621/nHAplbKZVf.1",NA
"945",1925479,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Fhod1",99.16,0.384615385,1.285106953,2.43057e-10,"10.1621/nHAplbKZVf.1",NA
"946",1934181,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Nrn1",99.16,0.384615385,1.391862116,2.43057e-10,"10.1621/nHAplbKZVf.1",NA
"947",1931183,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Atp10d",99.16,0.384615385,1.434104274,2.43057e-10,"10.1621/nHAplbKZVf.1",NA
"948",1931158,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Nemp1",99.16,0.384615385,1.229723681,2.43057e-10,"10.1621/nHAplbKZVf.1",NA
"949",1924247,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Cdc37l1",99.14,0.355555556,1.336457836,2.4471e-10,"10.1621/nHAplbKZVf.1",NA
"950",1932330,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Haus8",99.14,0.355555556,1.346818596,2.4471e-10,"10.1621/nHAplbKZVf.1",NA
"951",1928500,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Stard4",99.14,0.355555556,1.381216217,2.4471e-10,"10.1621/nHAplbKZVf.1",NA
"952",1924399,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Endod1",99.14,0.355555556,1.484403105,2.4471e-10,"10.1621/nHAplbKZVf.1",NA
"953",1923155,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Usp53",99.13,0.347826087,1.337735083,3.57658e-10,"10.1621/nHAplbKZVf.1",NA
"954",1911933,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Phldb2",99.12,0.340425532,1.394061678,5.16879e-10,"10.1621/nHAplbKZVf.1",NA
"955",1934720,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Itga6",99.12,0.340425532,1.292859692,5.16879e-10,"10.1621/nHAplbKZVf.1",NA
"956",1931527,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Gjb2",99.12,0.340425532,1.35814495,5.16879e-10,"10.1621/nHAplbKZVf.1",NA
"957",1928939,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Klf13",99.12,0.340425532,1.431758419,5.16879e-10,"10.1621/nHAplbKZVf.1",NA
"958",1921266,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Has2",99.12,0.340425532,1.281706632,5.16879e-10,"10.1621/nHAplbKZVf.1",NA
"959",1934438,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Gas2l3",99.1,0.4,1.429319965,5.20248e-10,"10.1621/nHAplbKZVf.1",NA
"960",1942389,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Wipf3",99.1,0.4,1.441163053,5.20248e-10,"10.1621/nHAplbKZVf.1",NA
"961",1917063,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Krt18",99.09,0.333333333,1.366179912,7.39042e-10,"10.1621/nHAplbKZVf.1",NA
"962",1930726,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Net1",99.09,0.333333333,1.406770044,7.39042e-10,"10.1621/nHAplbKZVf.1",NA
"963",1934258,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Hyls1",99.09,0.388888889,1.342405289,8.11779e-10,"10.1621/nHAplbKZVf.1",NA
"964",1929948,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Tlr2",99.08,0.357142857,1.423579235,8.26612e-10,"10.1621/nHAplbKZVf.1",NA
"965",1914568,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Ralgds",99.02,0.326530612,1.275550428,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"966",1933896,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Lbp",99.02,0.326530612,1.456845594,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"967",1932186,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Klf7",99.02,0.326530612,1.272011067,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"968",1932163,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Dcaf13",99.02,0.326530612,1.22453852,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"969",1931369,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Epha2",99.02,0.326530612,1.207373995,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"970",1929894,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Rin2",99.02,0.326530612,1.25303942,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"971",1929761,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Siva1",99.02,0.326530612,1.244509073,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"972",1928258,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Ifrd1",99.02,0.326530612,1.336656268,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"973",1928247,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Timp3",99.02,0.326530612,1.315336359,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"974",1928138,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Plk3",99.02,0.326530612,1.393832384,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"975",1927404,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Cldn1",99.02,0.326530612,1.427763505,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"976",1926657,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Anapc16",99.02,0.326530612,1.224399985,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"977",1926640,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Fhod3",99.02,0.326530612,1.290627125,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"978",1925741,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Lmo2",99.02,0.326530612,1.372033849,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"979",1925664,"Mineralocorticoid receptor","ALL","ALL","House Mouse","G0s2",99.02,0.326530612,1.503610539,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"980",1925033,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Wee1",99.02,0.326530612,1.295347382,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"981",1922589,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Pnpla2",99.02,0.326530612,1.391019113,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"982",1922565,"Mineralocorticoid receptor","ALL","ALL","House Mouse","H1f0",99.02,0.326530612,1.22914257,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"983",1922007,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Pfn2",99.02,0.326530612,1.211578908,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"984",1921406,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Egr2",99.02,0.326530612,1.564604156,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"985",1920346,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Pafah1b3",99.02,0.326530612,1.255729202,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"986",1919796,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Timm8a1",99.02,0.326530612,1.221223912,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"987",1918734,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Cfap20",99.02,0.326530612,1.213683688,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"988",1917976,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Pkig",99.02,0.326530612,1.194399437,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"989",1917852,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Nop2",99.02,0.326530612,1.203420863,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"990",1916896,"Mineralocorticoid receptor","ALL","ALL","House Mouse","Lfng",99.02,0.326530612,1.377540175,1.04603e-09,"10.1621/nHAplbKZVf.1",NA
"991",1608371,"Estrogen receptors","ALL","ALL","House Mouse","Elf3",99.99,0.607843137,2.171395404,1.33822e-27,"10.1621/PJF8NEyazd.1",NA
"992",1596738,"Estrogen receptors","ALL","ALL","House Mouse","F3",99.99,0.53125,1.611082567,2.11968e-27,"10.1621/PJF8NEyazd.1",NA
"993",1586474,"Estrogen receptors","ALL","ALL","House Mouse","Rasd1",99.98,0.596153846,1.888089193,3.15335e-27,"10.1621/PJF8NEyazd.1",NA
"994",1598155,"Estrogen receptors","ALL","ALL","House Mouse","Ccl2",99.98,0.596153846,2.756415879,3.15335e-27,"10.1621/PJF8NEyazd.1",NA
"995",1601694,"Estrogen receptors","ALL","ALL","House Mouse","Hoxb6",99.97,0.644444444,1.552655069,5.45372e-27,"10.1621/PJF8NEyazd.1",NA
"996",1588906,"Estrogen receptors","ALL","ALL","House Mouse","Bhlhe40",99.97,0.58490566,1.844414355,7.22913e-27,"10.1621/PJF8NEyazd.1",NA
"997",1598184,"Estrogen receptors","ALL","ALL","House Mouse","Ier3",99.96,0.617021277,2.177506878,3.49011e-26,"10.1621/PJF8NEyazd.1",NA
"998",1599166,"Estrogen receptors","ALL","ALL","House Mouse","Klk1",99.96,0.58,4.108561463,4.43375e-25,"10.1621/PJF8NEyazd.1",NA
"999",1600166,"Estrogen receptors","ALL","ALL","House Mouse","Pros1",99.95,0.568627451,1.446184281,9.78206e-25,"10.1621/PJF8NEyazd.1",NA
"1000",1599268,"Estrogen receptors","ALL","ALL","House Mouse","Myh14",99.95,0.571428571,1.593871975,5.14989e-24,"10.1621/PJF8NEyazd.1",NA
"1001",1611676,"Estrogen receptors","ALL","ALL","House Mouse","Alpl",99.94,0.492063492,2.757811113,8.72307e-24,"10.1621/PJF8NEyazd.1",NA
"1002",1588811,"Estrogen receptors","ALL","ALL","House Mouse","Twist2",99.94,0.537037037,1.49741835,9.09427e-24,"10.1621/PJF8NEyazd.1",NA
"1003",1608324,"Estrogen receptors","ALL","ALL","House Mouse","Car2",99.94,0.537037037,1.941908599,9.09427e-24,"10.1621/PJF8NEyazd.1",NA
"1004",1611695,"Estrogen receptors","ALL","ALL","House Mouse","Padi2",99.93,0.549019608,2.710076633,2.35109e-23,"10.1621/PJF8NEyazd.1",NA
"1005",1590469,"Estrogen receptors","ALL","ALL","House Mouse","G6pdx",99.93,0.574468085,1.672866985,2.709e-23,"10.1621/PJF8NEyazd.1",NA
"1006",1606681,"Estrogen receptors","ALL","ALL","House Mouse","Gadd45a",99.92,0.476923077,1.759640671,2.929e-23,"10.1621/PJF8NEyazd.1",NA
"1007",1591933,"Estrogen receptors","ALL","ALL","House Mouse","Klf4",99.91,0.528301887,1.52132134,9.78327e-23,"10.1621/PJF8NEyazd.1",NA
"1008",1603337,"Estrogen receptors","ALL","ALL","House Mouse","Kcnj8",99.91,0.528301887,1.976634144,9.78327e-23,"10.1621/PJF8NEyazd.1",NA
"1009",1596739,"Estrogen receptors","ALL","ALL","House Mouse","Fmo1",99.91,0.528301887,1.645424885,9.78327e-23,"10.1621/PJF8NEyazd.1",NA
"1010",1610847,"Estrogen receptors","ALL","ALL","House Mouse","Id3",99.9,0.46875,1.687795264,2.79912e-22,"10.1621/PJF8NEyazd.1",NA
"1011",1598139,"Estrogen receptors","ALL","ALL","House Mouse","Cdkn1a",99.9,0.461538462,1.828505999,4.9473e-22,"10.1621/PJF8NEyazd.1",NA
"1012",1593497,"Estrogen receptors","ALL","ALL","House Mouse","Ackr3",99.89,0.529411765,1.77362901,5.22985e-22,"10.1621/PJF8NEyazd.1",NA
"1013",1586619,"Estrogen receptors","ALL","ALL","House Mouse","Ogn",99.89,0.519230769,1.694828,1.03545e-21,"10.1621/PJF8NEyazd.1",NA
"1014",1588868,"Estrogen receptors","ALL","ALL","House Mouse","Cstb",99.89,0.519230769,1.486450271,1.03545e-21,"10.1621/PJF8NEyazd.1",NA
"1015",1596617,"Estrogen receptors","ALL","ALL","House Mouse","Cd24a",99.88,0.541666667,1.700882021,1.37921e-21,"10.1621/PJF8NEyazd.1",NA
"1016",1588847,"Estrogen receptors","ALL","ALL","House Mouse","Anxa3",99.87,0.509433962,1.707957108,2.00912e-21,"10.1621/PJF8NEyazd.1",NA
"1017",1593489,"Estrogen receptors","ALL","ALL","House Mouse","Pim3",99.87,0.509433962,1.61036307,2.00912e-21,"10.1621/PJF8NEyazd.1",NA
"1018",1588888,"Estrogen receptors","ALL","ALL","House Mouse","Plaur",99.87,0.509433962,1.808538828,2.00912e-21,"10.1621/PJF8NEyazd.1",NA
"1019",1587290,"Estrogen receptors","ALL","ALL","House Mouse","Gas6",99.86,0.530612245,1.486898075,2.79706e-21,"10.1621/PJF8NEyazd.1",NA
"1020",1610895,"Estrogen receptors","ALL","ALL","House Mouse","Pprc1",99.86,0.530612245,1.524883537,2.79706e-21,"10.1621/PJF8NEyazd.1",NA
"1021",1603560,"Estrogen receptors","ALL","ALL","House Mouse","Orc6",99.85,0.543478261,1.290904684,7.35905e-21,"10.1621/PJF8NEyazd.1",NA
"1022",1593569,"Estrogen receptors","ALL","ALL","House Mouse","Nfkbia",99.85,0.509803922,1.385391082,1.07722e-20,"10.1621/PJF8NEyazd.1",NA
"1023",1608378,"Estrogen receptors","ALL","ALL","House Mouse","Nop56",99.85,0.509803922,1.528321605,1.07722e-20,"10.1621/PJF8NEyazd.1",NA
"1024",1586545,"Estrogen receptors","ALL","ALL","House Mouse","Krt7",99.83,0.5,2.055449978,2.0509e-20,"10.1621/PJF8NEyazd.1",NA
"1025",1606160,"Estrogen receptors","ALL","ALL","House Mouse","Sfrp2",99.83,0.5,1.851379098,2.0509e-20,"10.1621/PJF8NEyazd.1",NA
"1026",1593599,"Estrogen receptors","ALL","ALL","House Mouse","Adh1",99.83,0.5,1.582340437,2.0509e-20,"10.1621/PJF8NEyazd.1",NA
"1027",1592785,"Estrogen receptors","ALL","ALL","House Mouse","Midn",99.83,0.5,1.501335099,2.0509e-20,"10.1621/PJF8NEyazd.1",NA
"1028",1590363,"Estrogen receptors","ALL","ALL","House Mouse","Kpna2",99.82,0.490566038,1.7978954,3.83236e-20,"10.1621/PJF8NEyazd.1",NA
"1029",1591184,"Estrogen receptors","ALL","ALL","House Mouse","Pqlc3",99.82,0.490566038,1.579719912,3.83236e-20,"10.1621/PJF8NEyazd.1",NA
"1030",1610864,"Estrogen receptors","ALL","ALL","House Mouse","Hsph1",99.81,0.444444444,1.694127144,4.15653e-20,"10.1621/PJF8NEyazd.1",NA
"1031",1610837,"Estrogen receptors","ALL","ALL","House Mouse","Klf10",99.81,0.465517241,1.699427105,4.23404e-20,"10.1621/PJF8NEyazd.1",NA
"1032",1598135,"Estrogen receptors","ALL","ALL","House Mouse","Lcn2",99.8,0.45,2.956458312,1.28608e-19,"10.1621/PJF8NEyazd.1",NA
"1033",1600036,"Estrogen receptors","ALL","ALL","House Mouse","Perp",99.79,0.52173913,1.619985731,1.59518e-19,"10.1621/PJF8NEyazd.1",NA
"1034",1611688,"Estrogen receptors","ALL","ALL","House Mouse","Slc7a5",99.79,0.52173913,1.570123802,1.59518e-19,"10.1621/PJF8NEyazd.1",NA
"1035",1611372,"Estrogen receptors","ALL","ALL","House Mouse","Fads1",99.79,0.52173913,1.318808162,1.59518e-19,"10.1621/PJF8NEyazd.1",NA
"1036",1605049,"Estrogen receptors","ALL","ALL","House Mouse","Gmppb",99.79,0.52173913,1.767036196,1.59518e-19,"10.1621/PJF8NEyazd.1",NA
"1037",1586556,"Estrogen receptors","ALL","ALL","House Mouse","Tmem176a",99.76,0.490196078,1.478108793,2.05507e-19,"10.1621/PJF8NEyazd.1",NA
"1038",1611684,"Estrogen receptors","ALL","ALL","House Mouse","Tiparp",99.76,0.490196078,1.844634047,2.05507e-19,"10.1621/PJF8NEyazd.1",NA
"1039",1610883,"Estrogen receptors","ALL","ALL","House Mouse","Timm10",99.76,0.490196078,1.383377312,2.05507e-19,"10.1621/PJF8NEyazd.1",NA
"1040",1605987,"Estrogen receptors","ALL","ALL","House Mouse","Cd302",99.76,0.490196078,1.51231541,2.05507e-19,"10.1621/PJF8NEyazd.1",NA
"1041",1603364,"Estrogen receptors","ALL","ALL","House Mouse","Tspyl4",99.76,0.490196078,1.497058611,2.05507e-19,"10.1621/PJF8NEyazd.1",NA
"1042",1602510,"Estrogen receptors","ALL","ALL","House Mouse","Cd83",99.76,0.490196078,2.660002404,2.05507e-19,"10.1621/PJF8NEyazd.1",NA
"1043",1600055,"Estrogen receptors","ALL","ALL","House Mouse","Arhgef3",99.76,0.490196078,1.519542763,2.05507e-19,"10.1621/PJF8NEyazd.1",NA
"1044",1603314,"Estrogen receptors","ALL","ALL","House Mouse","Acot1",99.75,0.547619048,1.671253251,2.0968e-19,"10.1621/PJF8NEyazd.1",NA
"1045",1604155,"Estrogen receptors","ALL","ALL","House Mouse","Myc",99.74,0.464285714,1.615827657,2.25723e-19,"10.1621/PJF8NEyazd.1",NA
"1046",1595932,"Estrogen receptors","ALL","ALL","House Mouse","Stc2",99.74,0.510638298,1.705274071,3.10353e-19,"10.1621/PJF8NEyazd.1",NA
"1047",1588130,"Estrogen receptors","ALL","ALL","House Mouse","Lgals9",99.71,0.480769231,1.485374827,3.76802e-19,"10.1621/PJF8NEyazd.1",NA
"1048",1611682,"Estrogen receptors","ALL","ALL","House Mouse","Slc16a1",99.71,0.480769231,1.909816146,3.76802e-19,"10.1621/PJF8NEyazd.1",NA
"1049",1600862,"Estrogen receptors","ALL","ALL","House Mouse","Vegfa",99.71,0.480769231,1.864344967,3.76802e-19,"10.1621/PJF8NEyazd.1",NA
"1050",1598299,"Estrogen receptors","ALL","ALL","House Mouse","Aox1",99.71,0.480769231,1.666226538,3.76802e-19,"10.1621/PJF8NEyazd.1",NA
"1051",1597490,"Estrogen receptors","ALL","ALL","House Mouse","Cdr2",99.71,0.480769231,1.731633716,3.76802e-19,"10.1621/PJF8NEyazd.1",NA
"1052",1596692,"Estrogen receptors","ALL","ALL","House Mouse","Lum",99.71,0.480769231,1.432662911,3.76802e-19,"10.1621/PJF8NEyazd.1",NA
"1053",1592818,"Estrogen receptors","ALL","ALL","House Mouse","Cavin2",99.71,0.480769231,1.622250344,3.76802e-19,"10.1621/PJF8NEyazd.1",NA
"1054",1590443,"Estrogen receptors","ALL","ALL","House Mouse","Ctps",99.71,0.480769231,1.505278821,3.76802e-19,"10.1621/PJF8NEyazd.1",NA
"1055",1590418,"Estrogen receptors","ALL","ALL","House Mouse","Rhou",99.71,0.480769231,1.558168489,3.76802e-19,"10.1621/PJF8NEyazd.1",NA
"1056",1593566,"Estrogen receptors","ALL","ALL","House Mouse","Gnl3",99.69,0.534883721,1.50309487,4.29248e-19,"10.1621/PJF8NEyazd.1",NA
"1057",1595068,"Estrogen receptors","ALL","ALL","House Mouse","Egr2",99.69,0.5,1.732842836,5.9097e-19,"10.1621/PJF8NEyazd.1",NA
