"","ID","Family","Physiological System","Organ","Species","Gene","Percentile","Discovery Rate","GMFC","cPValue","DOI","X12"
"167",1763393,"Estrogen-related receptors","ALL","ALL","House Mouse","Ube2e2",99.19,0.6,1.321453004,7.41826e-09,"10.1621/AMjW8Lrezy.1",NA
"168",1770898,"Estrogen-related receptors","ALL","ALL","House Mouse","Lpxn",99.19,0.6,2.126376519,7.41826e-09,"10.1621/AMjW8Lrezy.1",NA
"169",1759657,"Estrogen-related receptors","ALL","ALL","House Mouse","Tspyl2",99.09,0.666666667,1.245483398,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"170",1785969,"Estrogen-related receptors","ALL","ALL","House Mouse","Defb42",99.09,0.666666667,1.248541731,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"171",1785039,"Estrogen-related receptors","ALL","ALL","House Mouse","Frem2",99.09,0.666666667,1.32424131,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"172",1782061,"Estrogen-related receptors","ALL","ALL","House Mouse","Tdrd12",99.09,0.666666667,2.997310985,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"173",1781859,"Estrogen-related receptors","ALL","ALL","House Mouse","Smtnl2",99.09,0.666666667,1.825373358,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"174",1781192,"Estrogen-related receptors","ALL","ALL","House Mouse","Sh3tc2",99.09,0.666666667,1.188872273,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"175",1780172,"Estrogen-related receptors","ALL","ALL","House Mouse","Slc16a13",99.09,0.666666667,1.458331043,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"176",1780155,"Estrogen-related receptors","ALL","ALL","House Mouse","Bdh2",99.09,0.666666667,1.50328851,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"177",1779240,"Estrogen-related receptors","ALL","ALL","House Mouse","Cnksr1",99.09,0.666666667,1.410875686,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"178",1779228,"Estrogen-related receptors","ALL","ALL","House Mouse","Asic1",99.09,0.666666667,1.41595467,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"179",1779221,"Estrogen-related receptors","ALL","ALL","House Mouse","Wipf3",99.09,0.666666667,1.287305347,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"180",1777317,"Estrogen-related receptors","ALL","ALL","House Mouse","Paqr9",99.09,0.666666667,1.269355783,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"181",1777290,"Estrogen-related receptors","ALL","ALL","House Mouse","Sertad4",99.09,0.666666667,1.736137297,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"182",1777050,"Estrogen-related receptors","ALL","ALL","House Mouse","D630023F18Rik",99.09,0.666666667,2.096278326,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"183",1776324,"Estrogen-related receptors","ALL","ALL","House Mouse","Tapt1",99.09,0.666666667,1.377873889,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"184",1775409,"Estrogen-related receptors","ALL","ALL","House Mouse","Ninl",99.09,0.666666667,1.368749709,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"185",1774418,"Estrogen-related receptors","ALL","ALL","House Mouse","Platr10",99.09,0.666666667,2.376910011,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"186",1772780,"Estrogen-related receptors","ALL","ALL","House Mouse","Rhobtb1",99.09,0.666666667,1.437734982,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"187",1772181,"Estrogen-related receptors","ALL","ALL","House Mouse","Atp10d",99.09,0.666666667,1.232068124,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"188",1772130,"Estrogen-related receptors","ALL","ALL","House Mouse","Ampd1",99.09,0.666666667,1.549899148,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"189",1771374,"Estrogen-related receptors","ALL","ALL","House Mouse","Triml1",99.09,0.666666667,2.858806373,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"190",1769724,"Estrogen-related receptors","ALL","ALL","House Mouse","Vwa2",99.09,0.666666667,1.26018454,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"191",1769623,"Estrogen-related receptors","ALL","ALL","House Mouse","Fam221a",99.09,0.666666667,1.450009207,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"192",1768829,"Estrogen-related receptors","ALL","ALL","House Mouse","Nfkbid",99.09,0.666666667,1.724758895,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"193",1768565,"Estrogen-related receptors","ALL","ALL","House Mouse","Amotl1",99.09,0.666666667,1.459003251,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"194",1766206,"Estrogen-related receptors","ALL","ALL","House Mouse","2410137M14Rik",99.09,0.666666667,1.65623123,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"195",1766100,"Estrogen-related receptors","ALL","ALL","House Mouse","Hsd17b14",99.09,0.666666667,1.473299247,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"196",1765488,"Estrogen-related receptors","ALL","ALL","House Mouse","Actr3b",99.09,0.666666667,1.634584377,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"197",1765283,"Estrogen-related receptors","ALL","ALL","House Mouse","Cabs1",99.09,0.666666667,1.739928044,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"198",1764686,"Estrogen-related receptors","ALL","ALL","House Mouse","Zfp750",99.09,0.666666667,1.832448235,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"199",1764442,"Estrogen-related receptors","ALL","ALL","House Mouse","Rhobtb3",99.09,0.666666667,1.639837069,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"200",1763814,"Estrogen-related receptors","ALL","ALL","House Mouse","Fastkd5",99.09,0.666666667,1.423867825,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"201",1762193,"Estrogen-related receptors","ALL","ALL","House Mouse","Padi6",99.09,0.666666667,1.395738588,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"202",1762151,"Estrogen-related receptors","ALL","ALL","House Mouse","Zfp710",99.09,0.666666667,1.709978062,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"203",1761963,"Estrogen-related receptors","ALL","ALL","House Mouse","Evc2",99.09,0.666666667,1.359343458,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"204",1761393,"Estrogen-related receptors","ALL","ALL","House Mouse","Fam25c",99.09,0.666666667,3.259199868,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"205",1761144,"Estrogen-related receptors","ALL","ALL","House Mouse","Mlana",99.09,0.666666667,1.876485482,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"206",1761131,"Estrogen-related receptors","ALL","ALL","House Mouse","Lrrc34",99.09,0.666666667,2.115913464,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"207",1760591,"Estrogen-related receptors","ALL","ALL","House Mouse","Prrg3",99.09,0.666666667,1.995486379,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"208",1760506,"Estrogen-related receptors","ALL","ALL","House Mouse","Plk5",99.09,0.666666667,1.859147226,1.61235e-08,"10.1621/AMjW8Lrezy.1",NA
"209",1482159,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Slc25a20",99.99,0.637426901,1.640455713,1.8031e-96,"10.1621/bzZQTlQOpH.1",NA
"210",1516649,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Pdk4",99.99,0.608187135,3.326954057,5.42274e-89,"10.1621/bzZQTlQOpH.1",NA
"211",1479438,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Retsat",99.98,0.593023256,1.997363036,1.04562e-85,"10.1621/bzZQTlQOpH.1",NA
"212",1519076,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Eci1",99.98,0.584795322,1.517432243,3.35618e-83,"10.1621/bzZQTlQOpH.1",NA
"213",1535906,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Ehhadh",99.97,0.581395349,2.281776616,7.62078e-83,"10.1621/bzZQTlQOpH.1",NA
"214",1536638,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Ech1",99.97,0.567251462,1.516692,5.7586e-79,"10.1621/bzZQTlQOpH.1",NA
"215",1478136,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Hsdl2",99.97,0.579268293,1.687661922,1.41655e-78,"10.1621/bzZQTlQOpH.1",NA
"216",1475976,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Acaa1b",99.96,0.593548387,2.039060208,1.60633e-77,"10.1621/bzZQTlQOpH.1",NA
"217",1475188,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Acsl1",99.96,0.543859649,1.608787552,1.83039e-73,"10.1621/bzZQTlQOpH.1",NA
"218",1535883,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Plin2",99.95,0.541176471,1.516045488,1.99193e-72,"10.1621/bzZQTlQOpH.1",NA
"219",1517396,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Acox1",99.95,0.538011696,1.501603774,4.09848e-72,"10.1621/bzZQTlQOpH.1",NA
"220",1536643,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Ephx2",99.95,0.538011696,1.472392586,4.09848e-72,"10.1621/bzZQTlQOpH.1",NA
"221",1521472,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Pex11a",99.94,0.526011561,1.861438657,3.62909e-70,"10.1621/bzZQTlQOpH.1",NA
"222",1478656,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Pxmp4",99.94,0.557692308,1.472895322,4.05374e-70,"10.1621/bzZQTlQOpH.1",NA
"223",1540316,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Acadl",99.93,0.526315789,1.396122517,1.91582e-69,"10.1621/bzZQTlQOpH.1",NA
"224",1538115,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","G0s2",99.93,0.523255814,2.171527036,3.81994e-69,"10.1621/bzZQTlQOpH.1",NA
"225",1515845,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Mcrip2",99.92,0.55483871,1.56087935,4.52371e-69,"10.1621/bzZQTlQOpH.1",NA
"226",1537625,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Acot1",99.92,0.56,2.511044971,5.78061e-68,"10.1621/bzZQTlQOpH.1",NA
"227",1512681,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Crat",99.92,0.51744186,1.636487573,7.87918e-68,"10.1621/bzZQTlQOpH.1",NA
"228",1521280,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Aldh3a2",99.91,0.530487805,1.725002727,1.40169e-67,"10.1621/bzZQTlQOpH.1",NA
"229",1474649,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Hadhb",99.91,0.514619883,1.4400033,8.1587e-67,"10.1621/bzZQTlQOpH.1",NA
"230",1521474,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Decr1",99.91,0.514619883,1.533288533,8.1587e-67,"10.1621/bzZQTlQOpH.1",NA
"231",1535196,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Mlycd",99.9,0.514792899,1.288916152,4.31543e-66,"10.1621/bzZQTlQOpH.1",NA
"232",1482851,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Cd36",99.89,0.5,1.898835256,3.18642e-63,"10.1621/bzZQTlQOpH.1",NA
"233",1536695,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Cidec",99.89,0.5,2.519060934,3.18642e-63,"10.1621/bzZQTlQOpH.1",NA
"234",1474594,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Oplah",99.89,0.519230769,1.425248145,4.81723e-62,"10.1621/bzZQTlQOpH.1",NA
"235",1477945,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Slc22a5",99.88,0.494117647,1.806743364,5.99157e-62,"10.1621/bzZQTlQOpH.1",NA
"236",1478763,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Creb3l3",99.88,0.516129032,1.315036409,5.00562e-61,"10.1621/bzZQTlQOpH.1",NA
"237",1478335,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Eci2",99.87,0.482352941,1.404820604,1.97502e-59,"10.1621/bzZQTlQOpH.1",NA
"238",1519790,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","4931406C07Rik",99.87,0.482352941,1.472191813,1.97502e-59,"10.1621/bzZQTlQOpH.1",NA
"239",1512084,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Pparg",99.87,0.509803922,1.659243978,5.30816e-59,"10.1621/bzZQTlQOpH.1",NA
"240",1475245,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Mmd",99.86,0.5,1.443680894,3.72054e-58,"10.1621/bzZQTlQOpH.1",NA
"241",1536827,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Me1",99.86,0.481927711,1.639800271,5.5228e-58,"10.1621/bzZQTlQOpH.1",NA
"242",1480828,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Lpcat3",99.85,0.473684211,1.359368794,6.25358e-58,"10.1621/bzZQTlQOpH.1",NA
"243",1511094,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Acadm",99.85,0.473684211,1.33942825,6.25358e-58,"10.1621/bzZQTlQOpH.1",NA
"244",1521385,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Prodh",99.85,0.493589744,1.452878839,6.9894e-57,"10.1621/bzZQTlQOpH.1",NA
"245",1518229,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Entpd5",99.84,0.467836257,1.406372024,1.05914e-56,"10.1621/bzZQTlQOpH.1",NA
"246",1473811,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Ephx1",99.84,0.465116279,1.372658117,1.88242e-56,"10.1621/bzZQTlQOpH.1",NA
"247",1538818,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Ppcs",99.83,0.5,1.436512019,5.53121e-56,"10.1621/bzZQTlQOpH.1",NA
"248",1512733,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Gstt2",99.83,0.461988304,1.472954061,1.75247e-55,"10.1621/bzZQTlQOpH.1",NA
"249",1538825,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Hprt",99.83,0.461538462,1.315019602,9.22515e-55,"10.1621/bzZQTlQOpH.1",NA
"250",1477442,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Mgll",99.82,0.456140351,1.46738979,2.83276e-54,"10.1621/bzZQTlQOpH.1",NA
"251",1516018,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Hsd17b11",99.82,0.456140351,1.628120277,2.83276e-54,"10.1621/bzZQTlQOpH.1",NA
"252",1515212,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Idh1",99.82,0.456140351,1.227682837,2.83276e-54,"10.1621/bzZQTlQOpH.1",NA
"253",1541834,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Etfdh",99.81,0.450292398,1.368022119,4.4731e-53,"10.1621/bzZQTlQOpH.1",NA
"254",1543305,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Cmbl",99.81,0.450292398,1.504097765,4.4731e-53,"10.1621/bzZQTlQOpH.1",NA
"255",1539690,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Gpat3",99.8,0.523076923,1.722501933,1.2251e-52,"10.1621/bzZQTlQOpH.1",NA
"256",1478892,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Acsl5",99.8,0.460122699,1.300920694,1.34512e-52,"10.1621/bzZQTlQOpH.1",NA
"257",1481551,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Plin5",99.79,0.470967742,1.711650729,3.77671e-52,"10.1621/bzZQTlQOpH.1",NA
"258",1477355,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Casp8",99.79,0.447058824,1.337405482,4.03193e-52,"10.1621/bzZQTlQOpH.1",NA
"259",1476651,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Alpl",99.78,0.444444444,1.486391146,6.89963e-52,"10.1621/bzZQTlQOpH.1",NA
"260",1541035,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Hsd11b1",99.78,0.444444444,1.495232967,6.89963e-52,"10.1621/bzZQTlQOpH.1",NA
"261",1535910,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Rab9",99.78,0.444444444,1.307020264,6.89963e-52,"10.1621/bzZQTlQOpH.1",NA
"262",1518222,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Hsd17b4",99.78,0.444444444,1.293044902,6.89963e-52,"10.1621/bzZQTlQOpH.1",NA
"263",1514282,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Angptl4",99.77,0.441860465,1.52214212,1.17523e-51,"10.1621/bzZQTlQOpH.1",NA
"264",1479529,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Clstn3",99.76,0.496402878,1.748340682,2.31364e-51,"10.1621/bzZQTlQOpH.1",NA
"265",1519035,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Acot8",99.76,0.438596491,1.434095838,1.03953e-50,"10.1621/bzZQTlQOpH.1",NA
"266",1522135,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Cpt2",99.76,0.438596491,1.335955325,1.03953e-50,"10.1621/bzZQTlQOpH.1",NA
"267",1516698,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Abhd1",99.75,0.461538462,1.50643185,1.11612e-50,"10.1621/bzZQTlQOpH.1",NA
"268",1521485,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Dhrs4",99.75,0.436046512,1.353917716,1.75243e-50,"10.1621/bzZQTlQOpH.1",NA
"269",1513445,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Hmgb3",99.74,0.437869822,1.327718943,5.42147e-50,"10.1621/bzZQTlQOpH.1",NA
"270",1544193,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Dexi",99.74,0.458064516,1.356028771,1.03119e-49,"10.1621/bzZQTlQOpH.1",NA
"271",1479607,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Etfb",99.73,0.432748538,1.23081171,1.52974e-49,"10.1621/bzZQTlQOpH.1",NA
"272",1480104,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Hmgcs2",99.73,0.432748538,1.409838193,1.52974e-49,"10.1621/bzZQTlQOpH.1",NA
"273",1535983,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Hadha",99.73,0.460526316,1.352400216,3.09533e-49,"10.1621/bzZQTlQOpH.1",NA
"274",1543316,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Lgals4",99.72,0.45751634,1.544373195,5.42482e-49,"10.1621/bzZQTlQOpH.1",NA
"275",1536619,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Chkb",99.72,0.454545455,1.348115072,9.45568e-49,"10.1621/bzZQTlQOpH.1",NA
"276",1521427,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Vnn1",99.71,0.429411765,2.532182079,1.32529e-48,"10.1621/bzZQTlQOpH.1",NA
"277",1541801,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","St3gal5",99.71,0.436363636,1.516466414,1.47331e-48,"10.1621/bzZQTlQOpH.1",NA
"278",1482651,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Tmem120a",99.7,0.496183206,1.418413293,1.82814e-48,"10.1621/bzZQTlQOpH.1",NA
"279",1546244,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Slc29a1",99.7,0.426900585,1.372509661,2.19855e-48,"10.1621/bzZQTlQOpH.1",NA
"280",1544875,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Hacd1",99.7,0.448717949,1.274381025,2.82725e-48,"10.1621/bzZQTlQOpH.1",NA
"281",1481677,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Tdrp",99.69,0.438271605,1.441441479,4.55739e-48,"10.1621/bzZQTlQOpH.1",NA
"282",1478063,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","2010003K11Rik",99.69,0.453947368,1.616383833,4.96852e-48,"10.1621/bzZQTlQOpH.1",NA
"283",1477492,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Adtrp",99.68,0.44516129,1.4735698,2.53973e-47,"10.1621/bzZQTlQOpH.1",NA
"284",1511882,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Scarb1",99.68,0.421052632,1.309411284,3.08572e-47,"10.1621/bzZQTlQOpH.1",NA
"285",1480873,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Vwa8",99.68,0.441558442,1.365464928,2.26344e-46,"10.1621/bzZQTlQOpH.1",NA
"286",1483353,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Nceh1",99.67,0.484615385,1.550450523,3.30117e-46,"10.1621/bzZQTlQOpH.1",NA
"287",1477484,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Acyp2",99.67,0.455172414,1.47124316,4.15078e-46,"10.1621/bzZQTlQOpH.1",NA
"288",1478720,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Ifitm3",99.66,0.415204678,1.417148273,4.22908e-46,"10.1621/bzZQTlQOpH.1",NA
"289",1535921,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Hsd17b12",99.66,0.415204678,1.362763495,4.22908e-46,"10.1621/bzZQTlQOpH.1",NA
"290",1516601,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Timm8a1",99.66,0.415204678,1.292582253,4.22908e-46,"10.1621/bzZQTlQOpH.1",NA
"291",1474499,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Cycs",99.65,0.435897436,1.309769376,6.46216e-46,"10.1621/bzZQTlQOpH.1",NA
"292",1544761,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Slc46a3",99.65,0.435897436,1.386597093,6.46216e-46,"10.1621/bzZQTlQOpH.1",NA
"293",1513525,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Nab2",99.64,0.411764706,1.367284367,3.51575e-45,"10.1621/bzZQTlQOpH.1",NA
"294",1522065,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Elovl5",99.64,0.409356725,1.293031325,5.6593e-45,"10.1621/bzZQTlQOpH.1",NA
"295",1522191,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Tgoln1",99.63,0.415662651,1.324541297,6.90105e-45,"10.1621/bzZQTlQOpH.1",NA
"296",1540410,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Fitm2",99.63,0.513274336,1.524247627,1.62387e-44,"10.1621/bzZQTlQOpH.1",NA
"297",1515250,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Pctp",99.63,0.410714286,1.61072878,1.80397e-44,"10.1621/bzZQTlQOpH.1",NA
"298",1483083,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Bhlhb9",99.62,0.46969697,1.700786995,1.8843e-44,"10.1621/bzZQTlQOpH.1",NA
"299",1483708,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Cda",99.62,0.428571429,1.504310499,4.88084e-44,"10.1621/bzZQTlQOpH.1",NA
"300",1479564,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Mdfic",99.61,0.403508772,1.337502532,7.39378e-44,"10.1621/bzZQTlQOpH.1",NA
"301",1512658,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Mpdu1",99.61,0.403508772,1.233072289,7.39378e-44,"10.1621/bzZQTlQOpH.1",NA
"302",1511122,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Dnajc15",99.61,0.403508772,1.257781493,7.39378e-44,"10.1621/bzZQTlQOpH.1",NA
"303",1483574,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Gale",99.61,0.403508772,1.411916927,7.39378e-44,"10.1621/bzZQTlQOpH.1",NA
"304",1475954,"Peroxisome proliferator-activated receptors","ALL","ALL","House Mouse","Mtap",99.59,0.423076923,1.298607451,1.33198e-43,"10.1621/bzZQTlQOpH.1",NA
